Point;Latitude;Longitude;Contexte;Integration;NORTAV;NORTNAV;NORTXAV;NORTRAV;NORTXQ90;NORTXQ10;NORTNQ10;NORTNQ90;NORTXND;NORTNND;NORTNHT;NORTXHWD;NORTNCWD;NORTNFD;NORTXFD;NORSD;NORTR;NORHDD;NORCDD;
2284;42.4098;9.2753;RCP8.5;H1;12.69;10.86;14.51;3.65;22.96;6.73;3.62;19;30;4;24;8;0;5;0;13;22;1919.38;243.03;
2285;42.4034;9.3719;RCP8.5;H1;14.57;12;17.13;5.14;25.33;9.73;5.04;19.82;21;2;17;4;0;1;0;43;34;1436.44;420.39;
2286;42.397;9.4684;RCP8.5;H1;15.97;12.74;19.21;6.47;27.26;11.84;5.69;20.61;20;1;16;4;0;0;0;84;47;1118.23;596.03;
2336;42.6915;0.4373;RCP8.5;H1;2.98;0.93;5.03;4.1;14.5;-3.69;-7.31;9.91;66;16;59;20;2;172;95;0;0;5120.12;0.03;
2337;42.6932;0.5346;RCP8.5;H1;3.35;1.27;5.43;4.16;14.85;-3.33;-6.89;10.2;66;16;56;20;1;164;86;0;0;4985.17;0.04;
2338;42.6948;0.632;RCP8.5;H1;5.78;3.36;8.19;4.83;17.88;-0.63;-4.48;11.71;70;13;48;20;1;122;46;0;0;4106.64;2.52;
2346;42.7044;1.4111;RCP8.5;H1;6.31;4.08;8.54;4.46;18.02;-0.3;-3.88;12.46;62;14;48;16;0;107;40;0;0;3916.62;4.75;
2347;42.7052;1.5086;RCP8.5;H1;6.74;4.43;9.04;4.61;18.67;0.23;-3.25;12.22;64;13;42;18;1;94;35;1;0;3761.74;4.99;
2348;42.706;1.606;RCP8.5;H1;6.46;4.19;8.72;4.53;18.3;-0.05;-3.5;11.98;63;13;42;17;1;100;38;0;0;3860.87;3.41;
2349;42.7066;1.7034;RCP8.5;H1;7.65;5.3;10.01;4.71;19.75;1.02;-2.26;13.54;65;11;40;15;1;74;26;3;0;3462.1;25.62;
2350;42.7071;1.8008;RCP8.5;H1;10.05;7.16;12.94;5.78;23.11;3.53;-0.43;15.48;70;10;39;18;1;41;10;20;2;2710.84;114.05;
2351;42.7076;1.8982;RCP8.5;H1;8.86;6.26;11.46;5.2;21.49;2.21;-1.32;14.54;68;11;40;17;1;56;17;8;0;3074.51;60.77;
2352;42.7079;1.9956;RCP8.5;H1;6.84;4.61;9.07;4.47;18.77;0.13;-3.14;12.83;66;11;44;16;1;91;35;1;0;3739.34;12.96;
2353;42.7082;2.093;RCP8.5;H1;10.15;7.36;12.93;5.57;23.11;3.66;-0.3;15.8;66;9;39;15;0;39;9;20;3;2680.1;117.54;
2354;42.7084;2.1905;RCP8.5;H1;9.03;6.56;11.49;4.93;21.55;2.39;-1.12;15.08;65;10;42;15;1;52;15;9;1;3021.77;66.72;
2355;42.7085;2.2879;RCP8.5;H1;9.37;6.82;11.93;5.11;22.14;2.84;-0.99;15.56;63;10;43;15;1;50;13;13;2;2928.04;93.53;
2356;42.7085;2.3853;RCP8.5;H1;11.65;8.82;14.49;5.67;24.66;5.51;1.14;17.5;57;6;39;10;0;21;5;34;11;2268.99;233.45;
2357;42.7084;2.4827;RCP8.5;H1;13.57;10.3;16.83;6.53;26.95;7.82;2.82;18.67;55;6;33;10;0;11;2;59;19;1758.88;394.27;
2358;42.7082;2.5801;RCP8.5;H1;14.55;11.04;18.05;7.01;28.29;8.94;3.54;19.33;53;7;30;7;0;9;1;74;28;1531.11;508.2;
2359;42.7079;2.6775;RCP8.5;H1;15.64;11.94;19.34;7.39;29.56;10.18;4.4;20.13;53;7;30;7;0;7;0;92;38;1286.59;646.22;
2360;42.7076;2.775;RCP8.5;H1;16.35;12.87;19.84;6.97;29.53;11.11;5.1;21.18;47;7;33;5;0;4;0;95;56;1112.24;721.03;
2361;42.7071;2.8724;RCP8.5;H1;16.87;13.16;20.58;7.43;30.43;11.69;5.36;21.5;48;7;31;4;0;3;0;108;61;1029.14;817.47;
2362;42.7066;2.9698;RCP8.5;H1;17.05;13.26;20.84;7.58;30.72;11.9;5.43;21.59;48;7;31;4;0;3;0;112;63;997.69;847.55;
2421;42.5178;8.7036;RCP8.5;H1;16.11;13.04;19.18;6.14;27.6;11.74;5.74;20.99;26;2;26;3;0;0;0;82;54;1097.17;623.06;
2422;42.512;8.8003;RCP8.5;H1;16.42;13.22;19.62;6.39;28;12.05;5.88;21.12;26;2;27;4;0;0;0;90;57;1034.38;668.97;
2423;42.506;8.8971;RCP8.5;H1;12.59;11.03;14.15;3.12;22.73;6.4;3.43;19.55;36;4;33;8;0;5;1;12;31;1962.36;254.21;
2424;42.5;8.9938;RCP8.5;H1;12.6;10.72;14.47;3.75;22.76;6.86;3.44;18.81;27;4;26;6;0;6;1;12;17;1925.89;220.42;
2425;42.4939;9.0905;RCP8.5;H1;14.42;11.84;16.99;5.15;24.98;9.55;4.93;19.65;24;3;20;6;0;1;0;36;30;1458.14;389.41;
2426;42.4877;9.1872;RCP8.5;H1;14.12;11.92;16.32;4.4;24.43;8.83;4.92;19.91;25;3;20;6;0;2;0;29;35;1541.39;368.41;
2427;42.4814;9.2839;RCP8.5;H1;14.76;12.05;17.47;5.42;25.46;10.06;5.09;19.83;24;3;20;6;0;1;0;44;33;1378.79;430.44;
2428;42.475;9.3805;RCP8.5;H1;14.96;12.24;17.69;5.44;26.15;10.26;5.18;20.48;24;2;22;5;0;1;0;56;43;1358.42;483.22;
2429;42.4685;9.4772;RCP8.5;H1;17.27;13.93;20.62;6.69;28.95;13.25;6.71;22.26;23;1;19;4;0;0;0;105;75;872.35;805.06;
2474;42.7535;-0.0524;RCP8.5;H1;5.39;3.15;7.63;4.48;17.11;-1.13;-4.32;11.51;68;7;49;24;0;123;50;0;0;4243.91;0.75;
2475;42.7557;0.045;RCP8.5;H1;6.57;4.18;8.97;4.79;18.58;0.09;-3.26;12.58;70;7;48;25;0;100;36;1;0;3821.15;4.68;
2476;42.7577;0.1425;RCP8.5;H1;4.39;2.3;6.48;4.19;16.02;-2.02;-5.1;10.44;67;8;48;21;1;146;69;0;0;4606.38;0.02;
2477;42.7597;0.24;RCP8.5;H1;6.52;4.16;8.88;4.72;18.62;0.14;-3.07;12.31;70;7;44;23;0;97;35;0;0;3839.57;3.3;
2478;42.7616;0.3374;RCP8.5;H1;6.42;4.01;8.83;4.83;18.51;-0.06;-3.62;12.48;69;10;51;23;0;104;37;0;0;3877.79;4.65;
2479;42.7634;0.4349;RCP8.5;H1;7.12;4.57;9.66;5.09;19.53;0.52;-3.29;13.62;73;13;52;23;1;93;31;4;0;3649.9;19.57;
2480;42.765;0.5324;RCP8.5;H1;8.23;5.44;11.03;5.59;21.03;1.76;-2.29;14.4;75;12;48;25;1;74;20;9;1;3285.07;47.28;
2481;42.7667;0.6299;RCP8.5;H1;9.38;6.26;12.51;6.25;22.71;3.17;-1.48;14.72;78;12;47;23;1;60;12;20;2;2911.4;81.57;
2484;42.7709;0.9224;RCP8.5;H1;4.2;2.19;6.2;4.01;15.54;-2.43;-5.8;10.8;65;15;49;16;1;147;72;0;0;4676.98;0.03;
2486;42.7733;1.1174;RCP8.5;H1;6.7;4.22;9.17;4.95;18.81;0.3;-3.48;12.59;72;13;49;20;0;105;34;1;0;3779.65;5.75;
2487;42.7744;1.2149;RCP8.5;H1;9.29;6.18;12.4;6.22;22.57;3.06;-1.61;14.51;76;14;49;21;1;62;13;17;1;2934.18;74.56;
2488;42.7754;1.3125;RCP8.5;H1;9.46;6.3;12.62;6.32;22.8;3.25;-1.5;14.63;76;14;49;21;1;60;12;19;1;2882.65;81.5;
2489;42.7763;1.41;RCP8.5;H1;7.77;5.13;10.41;5.28;20.14;1.32;-2.78;13.65;70;13;49;20;0;82;24;4;0;3421.59;26.32;
2490;42.7771;1.5075;RCP8.5;H1;9.35;6.51;12.2;5.69;22.2;2.94;-1.11;14.45;68;11;40;19;1;52;14;14;1;2896.22;59.88;
2491;42.7778;1.6051;RCP8.5;H1;10.64;7.47;13.82;6.35;23.93;4.44;-0.1;15.38;70;10;39;20;1;37;8;26;2;2506.09;120.1;
2492;42.7784;1.7026;RCP8.5;H1;11.19;7.98;14.41;6.43;24.57;4.95;0.47;16.22;72;9;36;17;1;31;6;33;3;2370.94;176;
2493;42.779;1.8001;RCP8.5;H1;8.53;6;11.05;5.05;21.04;1.86;-1.58;14.29;67;11;40;17;1;61;20;6;0;3178.72;49.66;
2494;42.7794;1.8977;RCP8.5;H1;8.65;6.1;11.2;5.1;21.2;1.98;-1.48;14.38;67;11;40;17;1;59;19;7;0;3140.3;53.57;
2495;42.7798;1.9952;RCP8.5;H1;9.68;7.09;12.26;5.16;22.34;3.01;-0.71;15.54;68;10;41;17;1;46;12;16;2;2824.06;97.11;
2496;42.78;2.0927;RCP8.5;H1;10.92;7.96;13.88;5.92;24.19;4.52;0.35;16.39;68;9;39;16;0;32;7;28;3;2456.6;165.11;
2497;42.7802;2.1903;RCP8.5;H1;11.85;8.64;15.07;6.43;25.42;5.63;1.07;16.95;68;8;36;16;0;24;4;41;4;2195.39;229.18;
2498;42.7803;2.2878;RCP8.5;H1;11.8;8.59;15;6.4;25.43;5.63;0.95;17.14;66;8;37;16;1;24;5;40;5;2226.48;240.61;
2499;42.7803;2.3854;RCP8.5;H1;13.5;10.25;16.76;6.51;26.88;7.74;2.76;18.63;55;6;33;10;0;11;2;58;19;1775.47;387.87;
2500;42.7802;2.4829;RCP8.5;H1;14.55;11.06;18.04;6.98;28.15;9;3.62;19.29;54;6;31;9;0;8;1;72;28;1521.4;498.89;
2501;42.78;2.5804;RCP8.5;H1;15.17;11.54;18.8;7.26;29.01;9.66;4.03;19.76;53;7;30;7;0;8;0;83;34;1389.15;584.01;
2502;42.7798;2.678;RCP8.5;H1;16.03;12.27;19.78;7.51;30.01;10.6;4.7;20.44;53;7;30;7;0;6;0;98;42;1206.52;701.05;
2503;42.7794;2.7755;RCP8.5;H1;15.89;12.59;19.18;6.59;28.8;10.54;4.85;20.96;46;7;32;5;0;4;0;85;51;1204.98;650.66;
2504;42.779;2.873;RCP8.5;H1;16.92;13.19;20.66;7.47;30.51;11.75;5.38;21.53;48;7;31;4;0;3;0;109;62;1019.86;826.14;
2505;42.7784;2.9706;RCP8.5;H1;17.11;13.29;20.94;7.64;30.83;11.98;5.46;21.63;49;7;31;4;0;3;0;113;64;985.83;859.01;
2565;42.5835;8.8083;RCP8.5;H1;16.62;13.33;19.91;6.57;28.32;12.33;5.95;21.28;27;2;28;5;0;0;0;94;61;996.44;701.33;
2566;42.5776;8.9052;RCP8.5;H1;16.18;13.09;19.28;6.2;27.62;11.73;5.78;20.95;26;2;26;5;0;0;0;84;53;1081.25;632.58;
2567;42.5716;9.002;RCP8.5;H1;14.89;12.46;17.32;4.86;25.47;9.85;5.28;20.34;27;2;26;3;0;1;0;45;44;1360.08;458.55;
2568;42.5654;9.0989;RCP8.5;H1;15.02;12.4;17.64;5.24;25.7;10.15;5.32;20.17;26;3;23;5;0;1;0;49;39;1321.55;465.51;
2569;42.5592;9.1957;RCP8.5;H1;12.25;10.66;13.85;3.19;22.18;6.16;3.16;19.12;33;6;30;8;0;7;1;10;24;2036.22;211.17;
2570;42.5529;9.2925;RCP8.5;H1;13.68;11.84;15.52;3.67;23.77;7.92;4.57;20.09;29;4;23;7;0;2;0;22;37;1662.14;334.85;
2571;42.5465;9.3892;RCP8.5;H1;15.22;12.1;18.34;6.24;26.29;10.98;5.06;20.02;22;2;21;4;0;0;0;62;35;1274.87;489.25;
2572;42.54;9.486;RCP8.5;H1;17.49;13.98;21;7.02;29.53;13.6;6.72;22.35;24;1;21;4;0;0;0;110;76;831.94;841;
2612;42.8133;-0.5431;RCP8.5;H1;7.55;4.9;10.21;5.31;20.14;1.41;-2.7;13.02;73;13;47;24;1;84;23;4;0;3486.05;16.95;
2613;42.8159;-0.4456;RCP8.5;H1;5.87;3.45;8.28;4.83;17.8;-0.49;-4.01;11.63;70;11;47;24;1;116;42;0;0;4071.86;2.08;
2614;42.8184;-0.3481;RCP8.5;H1;5.18;2.83;7.54;4.72;16.95;-1.47;-4.97;11.6;73;11;52;28;0;133;55;0;0;4317.65;0.42;
2615;42.8208;-0.2505;RCP8.5;H1;3.67;1.41;5.93;4.52;15.31;-3.09;-6.74;10.46;73;13;58;28;1;165;83;0;0;4869.41;0.02;
2616;42.8231;-0.1529;RCP8.5;H1;5.06;2.81;7.32;4.51;16.73;-1.57;-5.01;11.33;70;12;51;23;1;127;56;0;0;4364.11;1.01;
2617;42.8254;-0.0554;RCP8.5;H1;4.95;2.73;7.16;4.44;16.84;-1.56;-5.02;11.2;68;13;47;20;1;135;57;0;0;4405.92;0.8;
2618;42.8275;0.0422;RCP8.5;H1;6.28;3.82;8.75;4.93;18.61;-0.13;-3.84;12.35;71;12;46;22;1;108;39;1;0;3930.94;6.68;
2619;42.8296;0.1398;RCP8.5;H1;3.68;1.57;5.79;4.21;15.26;-3.02;-6.42;10.2;68;13;55;22;1;159;81;0;0;4865.76;0.08;
2620;42.8315;0.2374;RCP8.5;H1;5.21;2.94;7.47;4.52;17.04;-1.39;-4.81;11.48;69;11;50;22;0;127;54;0;0;4311.56;0.81;
2621;42.8334;0.335;RCP8.5;H1;9.75;6.52;12.97;6.45;23.25;3.68;-1.21;14.64;78;13;46;24;1;55;10;22;2;2786.21;86.92;
2622;42.8352;0.4326;RCP8.5;H1;7.6;4.93;10.27;5.34;20.38;1.13;-2.8;12.8;75;14;47;21;1;86;25;7;0;3465.18;14.44;
2623;42.8369;0.5302;RCP8.5;H1;7.54;4.88;10.21;5.33;20.2;1.09;-2.8;12.65;73;14;45;20;1;86;26;6;0;3483.59;12.81;
2624;42.8385;0.6278;RCP8.5;H1;9.19;6.3;12.08;5.78;22.28;2.86;-1.19;14.71;76;11;45;21;1;55;13;15;1;2978.07;82.43;
2626;42.8414;0.823;RCP8.5;H1;7.11;4.63;9.6;4.97;19.57;0.51;-3.07;13.13;73;12;43;20;1;90;31;4;0;3657.12;26.46;
2627;42.8428;0.9206;RCP8.5;H1;8.85;5.92;11.78;5.85;21.8;2.47;-1.87;14.26;76;12;46;23;0;67;16;12;0;3059.08;45.19;
2628;42.844;1.0183;RCP8.5;H1;9.56;6.42;12.7;6.28;22.75;3.43;-1.27;14.6;76;12;42;23;1;55;11;18;1;2854.65;89.85;
2629;42.8452;1.1159;RCP8.5;H1;8.86;5.92;11.8;5.88;21.8;2.63;-1.75;14.1;75;12;43;22;1;64;15;12;0;3072.68;63.13;
2630;42.8463;1.2136;RCP8.5;H1;11.85;7.79;15.92;8.13;26.05;6.37;0.35;15.53;81;9;36;22;1;32;3;45;2;2170.96;213.64;
2631;42.8472;1.3112;RCP8.5;H1;10.55;7.11;14;6.89;24.06;4.61;-0.34;15.07;77;10;39;20;1;42;7;28;2;2557.32;142.79;
2632;42.8481;1.4088;RCP8.5;H1;8.93;6.1;11.76;5.66;21.85;2.54;-1.54;14.57;74;11;43;20;1;60;16;12;0;3060.96;73.95;
2633;42.8489;1.5065;RCP8.5;H1;10.47;7.43;13.51;6.08;23.63;4.18;-0.12;15.72;71;10;38;19;1;37;8;24;3;2580.78;134.62;
2634;42.8497;1.6041;RCP8.5;H1;12.52;8.93;16.11;7.18;26.29;6.64;1.49;16.97;74;9;33;20;1;20;3;49;6;2000.24;270.29;
2635;42.8503;1.7018;RCP8.5;H1;9.11;6.43;11.79;5.36;21.84;2.64;-1.04;14.85;67;11;41;15;1;52;14;11;1;2999.95;75.72;
2636;42.8508;1.7995;RCP8.5;H1;9.71;6.86;12.57;5.71;22.79;3.26;-0.69;15.18;70;10;41;17;1;46;11;18;2;2812.09;99.06;
2637;42.8513;1.8971;RCP8.5;H1;11.43;8.11;14.75;6.63;25.05;5.26;0.61;16.33;73;9;38;18;1;29;6;36;4;2306.14;196.23;
2638;42.8516;1.9948;RCP8.5;H1;11.31;8.29;14.33;6.04;24.71;5.01;0.75;16.78;67;8;39;17;1;27;6;34;6;2356.21;202.19;
2639;42.8519;2.0924;RCP8.5;H1;11.59;8.48;14.69;6.21;25.07;5.3;0.9;17.06;64;8;39;15;0;25;5;38;9;2291.02;233.89;
2640;42.8521;2.1901;RCP8.5;H1;13.54;9.97;17.1;7.13;27.52;7.62;2.54;18.21;64;7;32;15;0;14;2;63;15;1767.66;392.31;
2641;42.8522;2.2877;RCP8.5;H1;12.48;9.05;15.9;6.85;26.32;6.52;1.46;17.36;64;9;36;13;1;20;3;50;11;2045.43;300.24;
2642;42.8522;2.3854;RCP8.5;H1;12.28;9.43;15.12;5.69;25.4;6.15;1.74;18.02;58;8;39;12;1;17;4;41;14;2098.5;282.76;
2643;42.8521;2.4831;RCP8.5;H1;13.14;10.04;16.23;6.19;26.51;7.22;2.42;18.43;57;7;35;12;1;13;2;52;17;1870.07;354.88;
2644;42.8519;2.5807;RCP8.5;H1;13.81;10.54;17.08;6.54;27.34;8.02;2.99;18.78;55;7;31;9;1;11;1;62;22;1704.44;423;
2645;42.8516;2.6784;RCP8.5;H1;14.38;10.92;17.83;6.92;28.1;8.74;3.39;19.07;56;7;31;9;1;10;1;70;25;1567.99;485.17;
2646;42.8513;2.776;RCP8.5;H1;15.14;12.11;18.16;6.05;27.71;9.63;4.58;20.56;46;7;30;5;0;6;0;70;45;1362.69;546.74;
2647;42.8508;2.8737;RCP8.5;H1;15.79;12.46;19.12;6.66;28.67;10.46;4.78;20.85;47;8;31;4;0;5;0;87;49;1230.88;641.34;
2648;42.8503;2.9714;RCP8.5;H1;16.88;13.1;20.66;7.56;30.4;11.8;5.3;21.41;49;8;33;4;0;4;0;109;60;1021.3;811.59;
2711;42.637;9.1072;RCP8.5;H1;15.72;12.69;18.74;6.05;26.79;11.22;5.6;20.45;25;3;24;5;0;1;0;72;43;1164.42;553.06;
2712;42.6308;9.2042;RCP8.5;H1;15.2;12.59;17.81;5.22;25.93;10.3;5.54;20.44;24;3;19;5;0;1;0;53;44;1285.43;493.38;
2713;42.6245;9.3011;RCP8.5;H1;16.46;13.36;19.56;6.19;27.66;12.06;6.24;21.31;22;3;20;4;0;0;0;91;60;1016.94;665.41;
2714;42.6181;9.398;RCP8.5;H1;16.11;13.08;19.15;6.06;27.2;11.7;5.93;21.12;22;3;19;4;0;0;0;82;56;1091.62;618.44;
2754;42.8824;-0.6444;RCP8.5;H1;8.08;5.56;10.6;5.04;20.3;1.85;-2.14;14;74;14;52;23;2;70;20;7;0;3336.86;48.56;
2755;42.8851;-0.5467;RCP8.5;H1;8.61;5.96;11.27;5.31;21.08;2.44;-1.73;14.4;75;14;51;23;2;62;16;11;1;3162.69;64.94;
2756;42.8877;-0.4491;RCP8.5;H1;7.58;5.1;10.05;4.95;19.93;1.32;-2.58;13.21;73;15;49;24;2;79;25;5;0;3489.98;27.21;
2757;42.8902;-0.3514;RCP8.5;H1;5.42;3.21;7.63;4.42;17.1;-1.12;-4.6;11.42;72;12;51;24;2;123;50;0;0;4233.65;0.88;
2758;42.8926;-0.2537;RCP8.5;H1;6.89;4.45;9.34;4.9;19.06;0.35;-3.4;12.86;75;12;51;26;1;95;33;2;0;3714.45;9.72;
2759;42.895;-0.156;RCP8.5;H1;6.75;4.23;9.26;5.03;19.2;0.46;-3.41;12.04;74;13;48;23;1;98;33;3;0;3764.77;8.52;
2760;42.8972;-0.0584;RCP8.5;H1;8.95;6.05;11.84;5.79;22.3;2.6;-1.68;14.21;77;12;47;22;1;62;15;16;1;3039.53;59.52;
2761;42.8993;0.0393;RCP8.5;H1;6.35;3.92;8.78;4.86;18.87;-0.16;-3.85;11.98;72;14;47;20;2;105;39;2;0;3906.95;6.5;
2762;42.9014;0.137;RCP8.5;H1;5;2.73;7.28;4.55;16.79;-1.61;-5.34;11.18;73;14;53;23;1;135;57;0;0;4385.56;1.15;
2763;42.9034;0.2348;RCP8.5;H1;6.8;4.33;9.28;4.95;19.12;0.48;-3.28;12.64;72;14;48;20;2;95;31;3;0;3763.47;21.78;
2764;42.9052;0.3325;RCP8.5;H1;9.71;6.62;12.81;6.19;23.06;3.62;-0.98;15.06;78;12;48;22;1;51;10;21;2;2825.28;113.27;
2765;42.907;0.4302;RCP8.5;H1;8.21;5.49;10.93;5.44;21.15;1.84;-2.16;14.14;75;14;48;20;1;72;20;9;0;3296.99;55.64;
2766;42.9087;0.5279;RCP8.5;H1;9.8;6.69;12.91;6.22;23.26;3.66;-0.87;15.27;77;12;46;21;1;50;10;23;2;2799.55;115.89;
2767;42.9103;0.6257;RCP8.5;H1;10.92;7.22;14.61;7.39;24.96;5.26;-0.19;15.42;84;11;42;26;1;39;6;36;3;2459.31;174.44;
2768;42.9118;0.7234;RCP8.5;H1;10;6.81;13.2;6.38;23.66;3.82;-0.69;15.25;77;12;44;23;1;47;9;25;3;2743.89;133.95;
2769;42.9133;0.8211;RCP8.5;H1;10.08;6.87;13.3;6.43;23.76;3.92;-0.63;15.29;78;12;44;23;1;46;9;26;3;2720.41;137.52;
2770;42.9146;0.9189;RCP8.5;H1;10.86;7.32;14.41;7.09;24.57;5.01;-0.18;15.49;78;10;42;22;1;38;6;32;4;2468.5;162.53;
2771;42.9159;1.0166;RCP8.5;H1;11.96;7.88;16.03;8.15;26.25;6.46;0.3;15.93;79;9;37;23;1;32;3;46;3;2156.15;233.93;
2772;42.917;1.1144;RCP8.5;H1;11.24;7.54;14.95;7.4;25.15;5.44;-0.06;15.78;77;9;39;22;1;37;5;38;4;2365.12;192.7;
2773;42.9181;1.2122;RCP8.5;H1;11.88;7.85;15.91;8.06;26.14;6.34;0.28;15.94;78;9;38;22;1;32;3;46;4;2180.74;231.27;
2774;42.9191;1.3099;RCP8.5;H1;10.84;7.3;14.37;7.07;24.59;4.85;-0.31;15.6;77;11;43;22;2;41;6;33;5;2486.91;170.69;
2775;42.92;1.4077;RCP8.5;H1;10.08;6.85;13.31;6.46;23.5;3.89;-0.78;15.29;74;11;45;21;2;48;9;24;3;2715.27;131.71;
2776;42.9208;1.5055;RCP8.5;H1;10.66;7.7;13.62;5.92;23.81;4.34;0.08;16.29;72;11;46;22;1;35;7;26;6;2545.23;165.32;
2777;42.9215;1.6032;RCP8.5;H1;12.13;8.54;15.71;7.17;25.97;6.25;1.03;16.8;75;10;39;23;1;24;3;46;7;2117.47;252.77;
2778;42.9221;1.701;RCP8.5;H1;12.16;8.6;15.73;7.13;25.97;6.26;1.15;16.98;74;8;36;23;1;24;3;45;8;2117.61;267.21;
2779;42.9227;1.7988;RCP8.5;H1;12.31;8.93;15.7;6.77;26.15;6.22;1.25;17.39;71;10;39;20;0;23;3;46;7;2068.95;267.51;
2780;42.9231;1.8966;RCP8.5;H1;12.73;9.2;16.25;7.05;26.74;6.78;1.55;17.55;71;10;38;20;0;20;3;52;8;1956.07;300.69;
2781;42.9235;1.9943;RCP8.5;H1;13.23;9.7;16.76;7.07;27.11;7.34;2.18;17.96;63;8;30;16;1;16;2;58;14;1846.29;364.66;
2782;42.9237;2.0921;RCP8.5;H1;13.32;9.75;16.88;7.13;27.27;7.49;2.14;18.06;63;7;32;15;0;16;2;60;14;1824.81;373.41;
2783;42.9239;2.1899;RCP8.5;H1;14.28;10.59;17.96;7.38;28.37;8.55;3.01;18.79;62;7;31;15;1;11;1;73;22;1589.95;473.21;
2784;42.924;2.2877;RCP8.5;H1;14.02;10.35;17.69;7.33;28.11;8.23;2.84;18.55;61;8;31;14;1;13;1;70;20;1653.68;447.09;
2785;42.924;2.3855;RCP8.5;H1;12.99;9.39;16.58;7.19;27.08;7.17;1.79;17.61;61;8;35;14;2;17;2;57;11;1909.75;341.5;
2786;42.9239;2.4833;RCP8.5;H1;12.92;9.84;15.99;6.15;26.34;6.88;2.16;18.31;57;9;37;13;1;15;2;50;18;1929.35;338.03;
2787;42.9237;2.581;RCP8.5;H1;13.4;10.2;16.6;6.4;26.93;7.49;2.59;18.54;55;9;35;12;0;13;2;57;18;1790.88;367.17;
2788;42.9235;2.6788;RCP8.5;H1;13.82;10.49;17.14;6.65;27.48;7.99;2.89;18.75;55;9;34;12;0;11;1;62;20;1687.71;408.77;
2789;42.9231;2.7766;RCP8.5;H1;14.44;11.26;17.61;6.35;27.78;8.63;3.58;19.66;50;8;33;6;1;9;1;67;32;1547.94;485.86;
2790;42.9227;2.8744;RCP8.5;H1;14.24;11.12;17.37;6.25;27.47;8.39;3.37;19.56;51;9;36;5;1;9;1;66;31;1595.03;463.52;
2791;42.9221;2.9722;RCP8.5;H1;16.12;12.4;19.83;7.43;29.87;10.72;4.57;20.53;49;8;34;6;1;6;0;100;47;1184.24;707.58;
2854;42.7086;9.1156;RCP8.5;H1;16.67;13.34;20;6.66;28.19;12.55;6.08;21.27;26;2;28;3;0;0;0;96;59;977.91;698.41;
2855;42.7023;9.2127;RCP8.5;H1;16.99;13.74;20.24;6.5;28.42;12.9;6.55;21.74;24;1;21;2;0;0;0;99;69;914.49;748.07;
2856;42.696;9.3097;RCP8.5;H1;16.51;13.43;19.58;6.15;28.01;12.14;6.22;21.43;23;2;22;5;0;0;0;88;62;1017.74;683.01;
2857;42.6896;9.4067;RCP8.5;H1;15.5;12.73;18.27;5.54;26.67;10.77;5.52;20.83;23;2;23;5;0;0;0;63;50;1238.65;549.18;
2895;42.9486;-0.8436;RCP8.5;H1;9;6.68;11.31;4.63;21.03;2.74;-0.99;15.33;73;14;56;25;2;51;13;13;2;3047.03;84.62;
2896;42.9515;-0.7458;RCP8.5;H1;6.58;4.51;8.65;4.13;17.71;0.25;-3.45;12.67;72;18;59;22;1;93;34;0;0;3822.55;7.4;
2897;42.9543;-0.6481;RCP8.5;H1;10.22;7.13;13.31;6.18;23.19;4.31;-0.56;15.51;77;13;49;24;1;43;8;22;4;2662.31;129.69;
2898;42.9569;-0.5503;RCP8.5;H1;9.36;6.5;12.23;5.73;22.12;3.29;-1.2;14.94;76;14;50;24;1;53;11;17;2;2925.92;92.69;
2899;42.9595;-0.4525;RCP8.5;H1;9.35;6.44;12.26;5.81;22.36;3.27;-1.21;14.61;76;14;48;26;2;53;11;18;2;2916.52;79.52;
2900;42.962;-0.3547;RCP8.5;H1;8.73;6.09;11.36;5.26;21.26;2.25;-1.66;14.51;78;11;51;28;1;60;17;10;1;3104.27;46.69;
2901;42.9645;-0.2569;RCP8.5;H1;9.35;6.36;12.34;5.98;22.47;3.02;-1.45;14.87;81;11;51;30;1;57;13;18;1;2916.43;75.9;
2902;42.9668;-0.1591;RCP8.5;H1;10.14;6.94;13.33;6.39;23.62;4.15;-0.66;14.84;79;11;46;25;1;44;8;24;2;2661.39;99.75;
2903;42.969;-0.0613;RCP8.5;H1;11.48;7.9;15.05;7.15;25.52;5.7;0.25;15.86;79;10;43;24;1;33;5;39;3;2273.26;180.68;
2904;42.9712;0.0365;RCP8.5;H1;7.72;5.05;10.38;5.33;20.66;1.28;-2.65;13.17;74;13;46;21;2;81;24;8;0;3439.24;25.56;
2905;42.9732;0.1343;RCP8.5;H1;8.71;5.83;11.58;5.74;21.51;2.33;-2;14.36;79;12;51;26;1;68;17;12;0;3118.12;51.47;
2906;42.9752;0.2321;RCP8.5;H1;9.87;6.76;12.99;6.24;23.01;3.6;-1.09;15.27;80;11;51;26;1;52;10;21;2;2757.6;100.06;
2907;42.9771;0.33;RCP8.5;H1;9.8;6.94;12.65;5.71;22.69;3.66;-0.62;15.37;78;13;51;22;2;46;10;20;3;2793.75;112.09;
2908;42.9789;0.4278;RCP8.5;H1;10.21;6.93;13.48;6.54;23.8;4.18;-0.58;15.42;80;12;44;22;1;45;8;26;2;2672.5;133.76;
2909;42.9806;0.5257;RCP8.5;H1;10.78;7.29;14.28;7;24.64;4.95;-0.2;15.67;81;11;42;23;0;40;6;33;3;2497.17;162.99;
