Point;Latitude;Longitude;Contexte;Integration;NORPAV;NORPINT;NORRR;NORPFL90;NORRR1MM;NORPXCWD;NORPN20MM;NORPXCDD;
7095;45.0621;4.4183;RCP8.5;H1;3.48;9.83;1270.7;73.31;126.4;8;16;20;
7096;45.0601;4.5198;RCP8.5;H1;2.81;9.74;1026.74;76.73;103.7;7;13;24;
7097;45.0581;4.6213;RCP8.5;H1;2.62;9.22;956.29;76.47;102;7;11;25;
7098;45.0559;4.7228;RCP8.5;H1;2.49;8.59;908.84;76.14;103.2;7;11;23;
7099;45.0537;4.8243;RCP8.5;H1;2.64;9.77;963.65;78.83;97.23;6;13;25;
7100;45.0514;4.9257;RCP8.5;H1;2.57;9.21;936.8;76.77;100.2;7;12;25;
7101;45.049;5.0272;RCP8.5;H1;2.48;8.9;904.71;77.15;99.63;6;11;26;
7102;45.0465;5.1287;RCP8.5;H1;2.73;9.58;997.21;76.49;102.6;7;13;28;
7103;45.0439;5.2301;RCP8.5;H1;2.82;8.15;1030.07;66.65;124.27;8;10;23;
7104;45.0412;5.3315;RCP8.5;H1;2.91;8.18;1062.16;65.31;127.37;9;11;23;
7105;45.0384;5.4329;RCP8.5;H1;3.72;9.62;1357.37;63.58;139.13;9;17;19;
7106;45.0355;5.5344;RCP8.5;H1;4.2;10.56;1533.01;61.38;143.67;10;21;20;
7107;45.0325;5.6358;RCP8.5;H1;3.64;10.06;1329.05;65.52;130.77;9;18;25;
7108;45.0295;5.7371;RCP8.5;H1;4.01;10.72;1463.09;65.72;135.1;10;21;24;
7109;45.0263;5.8385;RCP8.5;H1;4.3;11.7;1570.36;66.84;133.03;9;24;23;
7110;45.0231;5.9399;RCP8.5;H1;5.63;14.24;2054.75;63.29;143.23;10;34;22;
7111;45.0197;6.0412;RCP8.5;H1;3.83;10.26;1399.14;65.91;134.6;10;19;23;
7112;45.0163;6.1426;RCP8.5;H1;3.75;11.61;1368.31;72.4;116.2;8;21;24;
7113;45.0128;6.2439;RCP8.5;H1;4.19;11.95;1531.86;68.25;126.93;9;25;22;
7114;45.0091;6.3452;RCP8.5;H1;4.2;12.11;1533.85;68.6;125.53;9;25;22;
7115;45.0054;6.4465;RCP8.5;H1;4.14;11.56;1511.87;66.88;130;9;23;22;
7116;45.0016;6.5478;RCP8.5;H1;3.52;10.64;1286.04;70.55;118.83;8;18;23;
7117;44.9977;6.6491;RCP8.5;H1;3.49;10.56;1273.69;70.38;118.73;8;18;22;
7183;45.0982;-1.1699;RCP8.5;H1;2.43;7.09;887.34;65.23;122.33;10;6;26;
7184;45.1013;-1.0684;RCP8.5;H1;2.43;7.08;886.08;65.23;122.23;10;6;26;
7185;45.1044;-0.9669;RCP8.5;H1;2.64;7.26;965.68;61.81;130.23;10;7;25;
7186;45.1074;-0.8654;RCP8.5;H1;2.63;7.24;961.74;62.31;130;10;7;25;
7187;45.1103;-0.7638;RCP8.5;H1;2.41;7.27;881.91;67.05;118.77;9;8;25;
7188;45.113;-0.6623;RCP8.5;H1;2.42;7.29;885.08;67.01;118.93;9;8;25;
7189;45.1157;-0.5607;RCP8.5;H1;2.39;6.75;873.39;63.54;126.5;10;6;25;
7190;45.1184;-0.4592;RCP8.5;H1;2.43;6.82;885.72;63.71;127.2;10;6;25;
7191;45.1209;-0.3576;RCP8.5;H1;2.43;6.86;888.64;63.53;126.9;10;6;25;
7192;45.1233;-0.256;RCP8.5;H1;2.5;7;912.58;63.6;127.63;10;7;24;
7193;45.1256;-0.1544;RCP8.5;H1;2.53;7.07;923.72;62.97;128.07;10;7;24;
7194;45.1279;-0.0528;RCP8.5;H1;2.55;7.05;930.02;63.01;129.33;10;7;25;
7195;45.13;0.0488;RCP8.5;H1;2.36;7.25;863.2;68.34;116.5;9;7;25;
7196;45.132;0.1505;RCP8.5;H1;2.39;7.31;872.94;68.33;116.93;9;8;25;
7197;45.134;0.2521;RCP8.5;H1;2.39;7.28;871.95;67.61;117.4;9;7;26;
7198;45.1359;0.3537;RCP8.5;H1;2.4;7.23;877.33;67.95;118.97;9;8;25;
7199;45.1376;0.4554;RCP8.5;H1;2.53;7.5;925.68;67.85;121.27;9;8;25;
7200;45.1393;0.557;RCP8.5;H1;2.5;7.41;911.96;67.75;120.6;9;8;27;
7201;45.1409;0.6587;RCP8.5;H1;2.53;7.53;925.34;67.63;120.57;9;8;25;
7202;45.1424;0.7603;RCP8.5;H1;2.52;7.41;919.74;66.81;121.83;9;8;25;
7203;45.1438;0.862;RCP8.5;H1;2.5;7.39;914.25;66.46;121.53;9;8;24;
7204;45.1451;0.9637;RCP8.5;H1;2.55;7.4;931.18;66.18;123.8;9;8;24;
7205;45.1463;1.0654;RCP8.5;H1;2.55;7.41;932.37;66.18;123.83;9;8;24;
7206;45.1474;1.167;RCP8.5;H1;2.54;7.39;928.17;65.99;123.83;9;8;24;
7207;45.1484;1.2687;RCP8.5;H1;2.92;7.86;1068.21;62.5;133.87;10;9;23;
7208;45.1494;1.3704;RCP8.5;H1;2.73;7.71;998.35;64.39;127.33;9;10;23;
7209;45.1502;1.4721;RCP8.5;H1;2.66;7.54;973.1;64.1;126.8;9;9;23;
7210;45.1509;1.5738;RCP8.5;H1;2.71;7.64;991.14;64.11;127.6;9;9;23;
7211;45.1516;1.6755;RCP8.5;H1;3.39;9.13;1239.58;63.01;134.17;10;13;23;
7212;45.1522;1.7772;RCP8.5;H1;3.6;9.54;1313.19;63.54;136.1;10;16;22;
7213;45.1526;1.8789;RCP8.5;H1;3.46;9.22;1263.84;63.26;135.37;11;14;22;
7214;45.153;1.9806;RCP8.5;H1;3.51;9.32;1281.02;63.65;135.63;10;15;22;
7215;45.1533;2.0823;RCP8.5;H1;3.89;10.15;1422.31;63.62;138.57;10;19;22;
7216;45.1535;2.184;RCP8.5;H1;3.94;10.28;1439.3;63.71;138.6;11;20;22;
7217;45.1536;2.2857;RCP8.5;H1;3.31;8.58;1210.41;62.03;139.13;10;13;21;
7218;45.1536;2.3874;RCP8.5;H1;3.37;8.67;1230.23;62.19;139.8;10;14;21;
7219;45.1535;2.4891;RCP8.5;H1;4.6;11.08;1678.81;61.06;149.67;11;24;18;
7220;45.1533;2.5908;RCP8.5;H1;5.19;12.43;1896.95;61.19;150.9;10;30;19;
7221;45.153;2.6925;RCP8.5;H1;3.81;9.63;1393.37;62.05;142.7;10;18;21;
7222;45.1526;2.7942;RCP8.5;H1;3.75;9.32;1370.72;61.69;145.17;10;16;18;
7223;45.1522;2.8959;RCP8.5;H1;3.63;8.95;1325.7;62.29;146.07;9;15;16;
7224;45.1516;2.9976;RCP8.5;H1;2.26;6.52;825.65;66.24;123.1;7;6;19;
7225;45.151;3.0993;RCP8.5;H1;2.29;6.47;835.64;65.42;125.43;7;6;20;
7226;45.1502;3.201;RCP8.5;H1;2.59;6.99;946.68;63.16;132.43;8;7;19;
7227;45.1494;3.3027;RCP8.5;H1;2.39;6.49;874.56;62.51;130.93;8;6;19;
7228;45.1484;3.4044;RCP8.5;H1;2;5.94;731.62;66.39;118.73;7;5;19;
7229;45.1474;3.5061;RCP8.5;H1;2;5.95;730.17;66.4;118.5;8;5;20;
7230;45.1463;3.6078;RCP8.5;H1;2.23;6.25;813.71;64.72;126.5;7;5;20;
7231;45.1451;3.7094;RCP8.5;H1;2.3;6.34;840.69;63.95;129.33;8;6;19;
7232;45.1438;3.8111;RCP8.5;H1;2.28;6.3;832.23;63.95;128.63;8;5;20;
7233;45.1424;3.9128;RCP8.5;H1;2.09;6.44;761.86;68.24;115.07;7;6;21;
7234;45.1409;4.0144;RCP8.5;H1;2.55;6.89;932.34;65.36;132.13;8;8;18;
7235;45.1393;4.1161;RCP8.5;H1;2.54;6.82;929.33;65.2;133.1;8;8;18;
7236;45.1376;4.2177;RCP8.5;H1;2.69;7;981.71;64.81;136.97;9;9;19;
7237;45.1359;4.3194;RCP8.5;H1;2.67;6.98;974.64;65.23;135.9;9;9;19;
7238;45.134;4.421;RCP8.5;H1;2.72;7.06;992.62;65.1;136.97;9;9;20;
7239;45.1321;4.5226;RCP8.5;H1;3.61;10.39;1320.21;73.58;124.73;8;16;20;
7240;45.13;4.6243;RCP8.5;H1;2.82;9.88;1030.65;77.09;102.5;6;12;23;
7241;45.1279;4.7259;RCP8.5;H1;2.59;8.84;944.68;75.92;104.8;7;11;25;
7242;45.1256;4.8275;RCP8.5;H1;2.38;8.04;867.71;73.92;105.83;6;9;23;
7243;45.1233;4.9291;RCP8.5;H1;2.39;8.07;871.87;73.96;106;6;9;23;
7244;45.1209;5.0307;RCP8.5;H1;2.47;8.23;901.71;73.55;107.07;6;10;23;
7245;45.1184;5.1323;RCP8.5;H1;2.61;8.45;954.28;73.2;111.07;7;11;23;
7246;45.1158;5.2338;RCP8.5;H1;3.23;8.94;1180.14;64.38;130.17;9;13;21;
7247;45.1131;5.3354;RCP8.5;H1;3.34;9.17;1220.58;64.35;130.93;8;14;19;
7248;45.1103;5.4369;RCP8.5;H1;4.05;10.43;1479.56;62.37;140.4;9;21;20;
7249;45.1074;5.5385;RCP8.5;H1;4.02;10.22;1467.14;61.96;141.87;10;20;20;
7250;45.1044;5.64;RCP8.5;H1;3.7;9.83;1351.39;63.33;135.87;9;17;23;
7251;45.1014;5.7415;RCP8.5;H1;3.15;8.96;1150.91;64.42;126.53;8;12;24;
7252;45.0982;5.8431;RCP8.5;H1;4.1;11.87;1495.84;68.44;124.73;8;22;24;
7253;45.0949;5.9445;RCP8.5;H1;4.93;12.52;1799.07;63.59;142.4;10;28;21;
7254;45.0916;6.046;RCP8.5;H1;5.04;12.89;1842.09;63.59;141.9;10;29;21;
7255;45.0882;6.1475;RCP8.5;H1;4.22;11.49;1540.34;67.07;132.43;9;23;23;
7256;45.0846;6.249;RCP8.5;H1;4.25;11.65;1551.87;66.32;131.53;9;24;22;
7257;45.081;6.3504;RCP8.5;H1;3.4;9.97;1240.94;68.6;122.37;8;17;22;
7258;45.0773;6.4518;RCP8.5;H1;3.47;10.08;1265.92;69.59;124.17;8;16;22;
7259;45.0735;6.5533;RCP8.5;H1;4.07;11.18;1487.65;67.55;131.6;10;22;22;
7326;45.1701;-1.1745;RCP8.5;H1;2.43;7.02;887.33;64.86;123.53;10;6;27;
7327;45.1732;-1.0728;RCP8.5;H1;2.43;7;885.69;64.86;123.53;10;6;27;
7328;45.1763;-0.9712;RCP8.5;H1;2.65;7.18;967.33;61.49;132;11;6;25;
7329;45.1793;-0.8695;RCP8.5;H1;2.43;7.24;886.88;66.32;119.53;10;7;27;
7330;45.1822;-0.7679;RCP8.5;H1;2.41;7.27;881.7;66.81;118.8;9;8;25;
7331;45.185;-0.6662;RCP8.5;H1;2.24;6.92;819.8;67.71;115.37;9;6;27;
7332;45.1877;-0.5645;RCP8.5;H1;2.36;6.69;863.59;63.57;126.2;10;6;25;
7333;45.1903;-0.4628;RCP8.5;H1;2.43;6.86;888.64;63.53;126.9;10;6;25;
7334;45.1928;-0.3611;RCP8.5;H1;2.5;7;912.99;63.26;128.1;10;6;25;
7335;45.1952;-0.2593;RCP8.5;H1;2.57;7.16;937.61;62.99;128.47;10;7;24;
7336;45.1975;-0.1576;RCP8.5;H1;2.55;7.12;931.32;63;128.33;10;7;24;
7337;45.1998;-0.0559;RCP8.5;H1;2.59;7.11;944.59;62.97;130.37;10;7;25;
7338;45.2019;0.0459;RCP8.5;H1;2.36;7.24;860.81;68.34;116.4;9;7;25;
7339;45.204;0.1476;RCP8.5;H1;2.36;7.25;862.41;68.34;116.47;9;7;25;
7340;45.2059;0.2494;RCP8.5;H1;2.38;7.21;870.93;67.9;118.23;9;8;25;
7341;45.2078;0.3512;RCP8.5;H1;2.42;7.28;883.44;67.95;119.03;9;8;25;
7342;45.2096;0.4529;RCP8.5;H1;2.55;7.53;932.11;67.86;121.6;9;9;25;
7343;45.2112;0.5547;RCP8.5;H1;2.56;7.55;934.41;67.79;121.4;9;8;27;
7344;45.2128;0.6565;RCP8.5;H1;2.53;7.51;922.35;67.62;120.53;9;8;25;
7345;45.2143;0.7583;RCP8.5;H1;2.55;7.57;930.91;67.63;120.67;9;8;25;
7346;45.2157;0.8601;RCP8.5;H1;2.49;7.43;909.92;67.26;120.17;9;8;25;
7347;45.217;0.9619;RCP8.5;H1;2.5;7.26;914.24;66.19;123.8;9;8;24;
7348;45.2182;1.0637;RCP8.5;H1;2.54;7.37;927.83;66.2;123.73;9;8;24;
7349;45.2194;1.1655;RCP8.5;H1;2.58;7.51;943.89;66.06;123.87;9;8;24;
7350;45.2204;1.2673;RCP8.5;H1;2.97;7.99;1085.92;62.53;134.1;10;10;23;
7351;45.2213;1.3692;RCP8.5;H1;2.96;8.01;1081.65;62.75;132.9;10;10;23;
7352;45.2222;1.471;RCP8.5;H1;2.69;7.58;980.97;64.09;127.27;9;9;23;
7353;45.2229;1.5728;RCP8.5;H1;3.05;8.22;1113.15;62.57;133.53;10;11;22;
7354;45.2236;1.6746;RCP8.5;H1;3.38;9.09;1234.95;63.01;134.23;10;13;23;
7355;45.2241;1.7765;RCP8.5;H1;3.43;9.16;1252.11;63.25;134.97;11;14;22;
7356;45.2246;1.8783;RCP8.5;H1;3.59;9.53;1311.37;63.48;136.1;10;16;22;
7357;45.225;1.9801;RCP8.5;H1;3.61;9.62;1318.85;63.91;135.37;10;16;22;
7358;45.2252;2.082;RCP8.5;H1;3.67;9.12;1340.32;60.79;145.27;11;15;21;
7359;45.2254;2.1838;RCP8.5;H1;2.99;7.67;1091.79;61.38;140.13;11;10;22;
7360;45.2255;2.2856;RCP8.5;H1;3.27;8.58;1192.76;62.19;137;10;13;21;
7361;45.2255;2.3875;RCP8.5;H1;3.33;8.6;1217.36;62.08;139.63;10;13;21;
7362;45.2254;2.4893;RCP8.5;H1;3.3;8.4;1203.6;62.03;140.63;10;13;20;
7363;45.2252;2.5911;RCP8.5;H1;3.77;9.33;1375.66;61.49;145.07;10;17;20;
7364;45.225;2.693;RCP8.5;H1;3.73;9.12;1363.36;61;147.13;10;16;20;
7365;45.2246;2.7948;RCP8.5;H1;3.7;8.89;1351.51;60.76;150.03;10;15;18;
7366;45.2241;2.8966;RCP8.5;H1;3.62;8.93;1323.11;62.06;146.13;9;15;16;
7367;45.2236;2.9985;RCP8.5;H1;3.62;8.93;1323.68;62.1;146.17;9;15;16;
7368;45.2229;3.1003;RCP8.5;H1;3.48;8.39;1271.99;60.66;149.43;9;13;17;
7369;45.2222;3.2021;RCP8.5;H1;2.18;6.11;796.18;64.64;126.27;8;6;20;
7370;45.2213;3.304;RCP8.5;H1;2.06;5.92;750.94;65.25;121.93;8;5;21;
7371;45.2204;3.4058;RCP8.5;H1;1.99;5.94;728.6;66.39;118.4;7;5;19;
7372;45.2194;3.5076;RCP8.5;H1;1.99;5.94;728.11;66.36;118.3;7;5;19;
7373;45.2183;3.6094;RCP8.5;H1;2.22;6.24;809.59;64.8;125.97;7;5;20;
7374;45.217;3.7112;RCP8.5;H1;2.35;6.38;856.65;63.79;130.9;8;6;19;
7375;45.2157;3.813;RCP8.5;H1;2.29;6.34;836.78;64.11;128.7;8;6;20;
7376;45.2143;3.9148;RCP8.5;H1;2.24;6.29;817.62;63.97;126.77;8;5;19;
7377;45.2129;4.0166;RCP8.5;H1;2.11;6.38;768.89;68.56;117.03;7;6;20;
7378;45.2113;4.1184;RCP8.5;H1;2.12;6.41;775.16;68.43;117.4;7;6;20;
7379;45.2096;4.2202;RCP8.5;H1;2.29;6.66;837.41;68.03;122.37;7;7;20;
7380;45.2078;4.3219;RCP8.5;H1;2.62;6.91;956.9;65.39;134.87;9;9;19;
7381;45.206;4.4237;RCP8.5;H1;2.74;7.13;1001.96;65.2;136.8;9;9;19;
7382;45.204;4.5255;RCP8.5;H1;3.49;9.96;1275.36;73.32;125.77;8;15;20;
7383;45.202;4.6272;RCP8.5;H1;2.75;9.55;1003.1;76.81;103.03;7;12;24;
7384;45.1998;4.729;RCP8.5;H1;2.51;8.62;918.29;75.84;104.57;7;10;25;
7385;45.1976;4.8307;RCP8.5;H1;2.37;8.03;866.05;73.9;105.7;6;9;23;
7386;45.1952;4.9324;RCP8.5;H1;2.42;8.2;885.1;74.13;106.03;6;10;23;
7387;45.1928;5.0342;RCP8.5;H1;2.53;8.31;925;73.42;108.77;6;11;23;
7388;45.1903;5.1359;RCP8.5;H1;2.73;8.85;998.19;73.5;110.9;7;12;23;
7389;45.1877;5.2376;RCP8.5;H1;3.07;8.59;1122.03;65.22;128.8;8;12;21;
7390;45.185;5.3393;RCP8.5;H1;3.27;8.97;1193.29;64.09;130.77;8;13;19;
7391;45.1822;5.441;RCP8.5;H1;3.8;9.63;1387.44;61.83;141.9;10;17;20;
7392;45.1793;5.5426;RCP8.5;H1;4.14;10.77;1510.53;62.51;138.83;9;21;21;
7393;45.1763;5.6443;RCP8.5;H1;3.63;10.1;1324.39;65.44;129.6;9;18;23;
7394;45.1733;5.7459;RCP8.5;H1;3.05;8.69;1112.79;64.39;125.83;8;11;24;
7395;45.1701;5.8476;RCP8.5;H1;3.57;10.27;1303.05;66.43;125.43;8;18;24;
7396;45.1668;5.9492;RCP8.5;H1;5.21;14.22;1903.59;66.01;132.77;10;32;21;
7397;45.1635;6.0508;RCP8.5;H1;5.02;12.8;1834.17;63.39;142.33;10;29;21;
7398;45.16;6.1524;RCP8.5;H1;5.88;14.03;2149.01;61.05;151.83;11;36;20;
7399;45.1565;6.254;RCP8.5;H1;3.31;9.47;1208.52;66.97;125.67;9;15;23;
7400;45.1529;6.3556;RCP8.5;H1;3.35;9.69;1224.66;67.66;124.33;8;16;23;
7401;45.1491;6.4572;RCP8.5;H1;3.38;9.61;1234.03;67.63;126.9;9;15;24;
7402;45.1453;6.5587;RCP8.5;H1;3.24;9.68;1183.72;70.07;120.5;9;15;23;
7403;45.1414;6.6603;RCP8.5;H1;3.24;9.82;1183.11;70.16;118.57;8;15;24;
7405;45.1333;6.8633;RCP8.5;H1;3.13;10.45;1142.82;74.38;107.6;7;16;25;
7470;45.2451;-1.0773;RCP8.5;H1;2.42;6.94;883.11;64.68;124.5;11;6;26;
7471;45.2482;-0.9755;RCP8.5;H1;2.64;7.13;962.51;61.26;132.23;11;6;24;
7472;45.2512;-0.8737;RCP8.5;H1;2.43;7.2;886.18;65.93;120.3;10;7;25;
7473;45.2541;-0.7719;RCP8.5;H1;2.42;7.17;882.53;65.96;120.23;10;7;25;
7474;45.2569;-0.6701;RCP8.5;H1;2.42;7.17;883.56;66.82;120.37;9;8;26;
7475;45.2596;-0.5682;RCP8.5;H1;2.39;6.76;873.15;63.19;126.03;10;5;26;
7476;45.2622;-0.4664;RCP8.5;H1;2.41;6.77;881.16;63.12;127.17;10;5;25;
7477;45.2647;-0.3646;RCP8.5;H1;2.52;6.97;920.13;62.82;129.37;10;6;24;
7478;45.2671;-0.2627;RCP8.5;H1;2.55;7.07;933.13;62.91;129.33;10;7;24;
7479;45.2695;-0.1608;RCP8.5;H1;2.55;7.06;932.29;62.91;129.3;10;7;24;
7480;45.2717;-0.059;RCP8.5;H1;2.41;6.85;881.48;63.96;125.9;10;6;24;
7481;45.2739;0.0429;RCP8.5;H1;2.42;6.86;883.72;63.83;125.93;9;6;24;
7482;45.2759;0.1448;RCP8.5;H1;2.43;6.89;887.3;63.82;126.03;9;6;24;
7483;45.2779;0.2467;RCP8.5;H1;2.39;6.81;873.03;64.1;125.47;9;6;24;
7484;45.2797;0.3486;RCP8.5;H1;2.4;7.26;875.73;67.99;118.3;9;7;25;
7485;45.2815;0.4505;RCP8.5;H1;2.53;7.12;923.4;65.18;127.17;9;7;24;
7486;45.2832;0.5524;RCP8.5;H1;2.52;7.14;920.41;65.09;126.5;10;8;24;
7487;45.2848;0.6543;RCP8.5;H1;2.57;7.29;938.89;65.13;126.57;10;8;24;
7488;45.2863;0.7562;RCP8.5;H1;2.56;7.25;933.33;65.1;126.47;10;8;24;
7489;45.2877;0.8582;RCP8.5;H1;2.53;7.14;925.29;64.25;127.2;10;7;25;
7490;45.289;0.9601;RCP8.5;H1;2.52;7.34;919.44;65.63;122.77;9;8;25;
7491;45.2902;1.0621;RCP8.5;H1;2.56;7.43;933.3;65.73;123.4;9;8;25;
7492;45.2913;1.164;RCP8.5;H1;2.96;8.09;1079.34;63.87;131.5;10;11;23;
7493;45.2923;1.2659;RCP8.5;H1;2.99;7.96;1093.26;62.3;135.4;10;10;22;
7494;45.2933;1.3679;RCP8.5;H1;2.76;7.68;1009.79;64.34;129.4;9;9;23;
7495;45.2941;1.4699;RCP8.5;H1;3.05;8.18;1112.5;62.44;134.27;10;10;23;
7496;45.2949;1.5718;RCP8.5;H1;3.1;8.3;1130.54;62.47;134.57;10;11;23;
7497;45.2955;1.6738;RCP8.5;H1;3.48;9.19;1272.36;63.03;136.87;11;15;23;
7498;45.2961;1.7757;RCP8.5;H1;3.42;9.08;1248.84;63.53;135.7;11;15;22;
7499;45.2966;1.8777;RCP8.5;H1;3.63;9.64;1324.98;63.9;135.8;11;17;22;
7500;45.2969;1.9797;RCP8.5;H1;3.75;9.47;1369.44;61.21;142.97;11;17;21;
7501;45.2972;2.0816;RCP8.5;H1;3.8;9.55;1386.61;61.41;143.47;11;18;21;
7502;45.2974;2.1836;RCP8.5;H1;3.06;7.85;1117.58;61.84;139.93;10;11;21;
7503;45.2975;2.2856;RCP8.5;H1;3.13;7.99;1141.62;61.52;140.53;10;12;22;
7504;45.2975;2.3875;RCP8.5;H1;3.2;8.28;1169.07;62.16;139.07;10;13;22;
7505;45.2974;2.4895;RCP8.5;H1;3.33;8.48;1215.87;61.78;141.3;10;13;21;
7506;45.2972;2.5915;RCP8.5;H1;3.37;8.47;1230.78;60.84;142.9;10;14;21;
7507;45.2969;2.6934;RCP8.5;H1;3.46;8.88;1263.04;61.51;140.07;10;15;21;
7508;45.2966;2.7954;RCP8.5;H1;3.58;8.93;1305.83;61.06;143.9;11;15;20;
7509;45.2961;2.8974;RCP8.5;H1;3.72;9;1359.63;61.01;149.1;10;16;18;
7510;45.2955;2.9993;RCP8.5;H1;3.97;9.32;1448.36;59.42;153.6;10;17;18;
7511;45.2949;3.1013;RCP8.5;H1;2.13;6.04;777.38;65.64;124.43;8;6;20;
7512;45.2941;3.2033;RCP8.5;H1;2.01;5.82;733.82;65.61;121.6;7;5;20;
7513;45.2933;3.3052;RCP8.5;H1;1.97;5.75;718.47;65.56;120.43;7;4;20;
7514;45.2924;3.4072;RCP8.5;H1;1.81;5.48;661.51;66.06;115.47;7;4;20;
7515;45.2913;3.5091;RCP8.5;H1;1.95;5.74;713.32;66.05;119.57;7;5;19;
7516;45.2902;3.6111;RCP8.5;H1;2.31;6.26;844.54;64.01;131.07;9;6;20;
7517;45.289;3.713;RCP8.5;H1;2.39;6.53;871.81;63.92;130.23;8;6;20;
7518;45.2877;3.8149;RCP8.5;H1;2.34;6.44;853.4;64;129.3;8;6;20;
7519;45.2863;3.9169;RCP8.5;H1;2.22;6.36;812.14;64.91;124.07;8;6;19;
7520;45.2848;4.0188;RCP8.5;H1;2.22;6.11;809.36;63.27;128.67;8;5;19;
7521;45.2832;4.1207;RCP8.5;H1;2.05;6.26;746.96;67.95;115.33;7;6;20;
7522;45.2815;4.2226;RCP8.5;H1;2.2;6.57;804.38;67.86;118.87;8;7;20;
7523;45.2798;4.3245;RCP8.5;H1;2.63;6.85;961.12;64.47;136.8;9;8;18;
7524;45.2779;4.4264;RCP8.5;H1;2.9;7.59;1057.6;65.33;136.47;9;10;19;
7525;45.2759;4.5283;RCP8.5;H1;2.72;7.42;995.05;66.41;131.23;8;9;19;
7526;45.2739;4.6302;RCP8.5;H1;2.79;9.15;1019.02;75.7;109.23;7;12;22;
7527;45.2717;4.7321;RCP8.5;H1;2.57;8.82;937.35;75.65;104.47;7;11;25;
7528;45.2695;4.834;RCP8.5;H1;2.35;7.82;859.51;73.54;107.57;7;9;23;
7529;45.2672;4.9358;RCP8.5;H1;2.44;8.13;892.04;73.92;107.47;7;10;23;
7530;45.2647;5.0377;RCP8.5;H1;2.54;8.25;926.58;73.75;110.17;7;10;22;
7531;45.2622;5.1395;RCP8.5;H1;2.98;8.19;1087.34;65.57;131;8;12;21;
7532;45.2596;5.2413;RCP8.5;H1;3.08;8.58;1123.95;66.2;129.6;8;12;21;
7533;45.2569;5.3432;RCP8.5;H1;3.12;8.73;1140.55;65.72;128.83;8;12;21;
7534;45.2541;5.445;RCP8.5;H1;3.38;8.98;1233.6;63.81;135.7;9;14;21;
7535;45.2512;5.5468;RCP8.5;H1;3.75;10.18;1368.01;65.45;133.13;8;18;22;
7536;45.2482;5.6486;RCP8.5;H1;3.17;8.97;1159.14;65.43;127.17;8;13;23;
7537;45.2452;5.7504;RCP8.5;H1;4.9;13.13;1788.11;64.12;134.93;9;29;22;
7538;45.242;5.8521;RCP8.5;H1;3.33;9.15;1215.33;62.87;130.7;8;14;23;
7539;45.2387;5.9539;RCP8.5;H1;4.39;11.53;1603.61;64.33;137.57;9;25;24;
7540;45.2354;6.0556;RCP8.5;H1;4.98;14.12;1817.84;67.88;127.77;9;30;24;
7541;45.2319;6.1574;RCP8.5;H1;6.05;13.44;2207.83;57.14;163.3;12;36;20;
7542;45.2284;6.2591;RCP8.5;H1;2.84;9.22;1037.11;72.7;110.57;8;12;27;
7543;45.2247;6.3608;RCP8.5;H1;2.77;8.86;1012.81;71.96;112.17;8;11;27;
7544;45.221;6.4625;RCP8.5;H1;2.65;8.43;966.7;70.08;112.23;7;10;24;
7545;45.2172;6.5642;RCP8.5;H1;3.88;9.84;1416.67;62.23;141.63;9;18;22;
7546;45.2133;6.6658;RCP8.5;H1;3.12;9.42;1139.72;68.65;118.33;8;14;24;
7547;45.2093;6.7675;RCP8.5;H1;2.92;9.39;1065.87;71.63;111.17;7;13;26;
7548;45.2052;6.8691;RCP8.5;H1;3.04;8.41;1110.49;67.96;129.13;9;13;22;
7613;45.317;-1.0817;RCP8.5;H1;2.41;6.92;879.81;64.63;124.3;11;6;26;
7614;45.3201;-0.9798;RCP8.5;H1;2.62;7.1;957.42;61.28;132.1;11;6;24;
7615;45.3231;-0.8778;RCP8.5;H1;2.42;7.17;882.96;65.93;120.23;10;7;25;
7616;45.326;-0.7759;RCP8.5;H1;2.24;6.85;818.29;67.13;115.9;9;6;27;
7617;45.3288;-0.674;RCP8.5;H1;2.4;7.14;877.85;66.18;119.77;9;7;26;
7618;45.3315;-0.572;RCP8.5;H1;2.49;6.94;910.4;62.93;128.3;10;6;26;
7619;45.3341;-0.47;RCP8.5;H1;2.5;6.94;914.3;62.85;129.13;10;6;24;
7620;45.3366;-0.3681;RCP8.5;H1;2.5;6.94;913.04;62.85;129;10;6;24;
7621;45.3391;-0.2661;RCP8.5;H1;2.37;6.82;866.27;63.86;124.17;10;6;25;
7622;45.3414;-0.1641;RCP8.5;H1;2.41;6.89;880.33;63.82;124.9;10;6;25;
7623;45.3436;-0.0621;RCP8.5;H1;2.44;6.93;892.23;63.94;126.2;10;6;24;
7624;45.3458;0.0399;RCP8.5;H1;2.45;6.95;895.75;63.82;126.13;9;6;24;
7625;45.3479;0.1419;RCP8.5;H1;2.45;6.93;893.06;63.82;126.1;9;6;24;
7626;45.3498;0.244;RCP8.5;H1;2.42;6.88;884.39;64.06;125.93;9;6;24;
7627;45.3517;0.346;RCP8.5;H1;2.41;7.28;879.39;68.02;118.4;9;7;25;
7628;45.3535;0.448;RCP8.5;H1;2.55;7.18;932.57;65.19;127.43;9;8;24;
7629;45.3551;0.5501;RCP8.5;H1;2.55;7.21;932.39;65.1;127.1;10;8;24;
7630;45.3567;0.6521;RCP8.5;H1;2.53;7.2;923.86;65.11;126;10;8;24;
7631;45.3582;0.7542;RCP8.5;H1;2.55;7.23;929.77;65.12;126.3;10;8;24;
